code,category,year_end,net_profit,num_share,price,name,ROI
7134,Consumer,31/12/18,14362,172362,0.745,PWF CONSOLIDATED BERHAD,11.18
7084,Consumer,31/03/18,206236,1622627,5.09,QL RESOURCES BERHAD,2.5
7544,Industrial Products,31/01/18,-14721,57962,0.97,QUALITY CONCRETE HOLDINGS BERHAD,-26.18
7498,Industrial Products,31/12/18,-10047,46179,0.215,RALCO CORPORATION BERHAD,-101.19
5272,Utilities,31/12/18,45548,888316,1.2,RANHILL HOLDINGS BERHAD,4.27
7765,Property,31/12/18,561,107884,5.8,RAPID SYNERGY BERHAD,0.09
9296,Finance,31/03/18,88681,341970,1.23,RCE CAPITAL BERHAD,21.08
5256,Energy,31/12/18,-44434,1096413,0.295,REACH ENERGY BERHAD,-13.74
5270,SPAC,30/09/18,-8146,1000000,0.48,RED SENA BERHAD,-1.7
7232,Industrial Products,31/03/18,1879,137204,0.305,RESINTECH BERHAD,4.49
9946,Consumer,30/06/18,-14457,246626,0.48,REX INDUSTRY BERHAD,-12.21
0037,Consumer,31/12/18,35173,1538610,0.19,RGB INTERNATIONAL BHD,12.03
9954,Industrial Products,30/06/18,-1837,326083,0.135,RGT BERHAD,-4.17
1066,Finance,31/12/18,2305196,4010045,5.29,RHB BANK BERHAD,10.87
5278,Consumer,31/12/18,10066,166000,0.835,RHONE MA HOLDINGS BERHAD,7.26
5113,Plantations,31/12/18,-143901,2041722,0.155,RIMBUNAN SAWIT BERHAD,-45.47
2542,Plantations,31/12/18,4953,64850,3.1,RIVERVIEW RUBBER ESTATES BERHAD,2.46
9741,Industrial Products,31/12/18,16108,472657,0.68,ROHAS TECNIC BERHAD,5.01
7803,Industrial Products,31/12/18,5529,252195,0.45,RUBBEREX CORPORATION (M) BERHAD,4.87
8567,Utilities,31/12/18,2145,829513,0.235,SALCON BERHAD,1.1
0183,Consumer,30/06/18,11362,388000,0.58,SALUTICA BERHAD,5.05
9822,Industrial Products,31/03/18,63144,135166,6.3,SAM ENGINEERING & EQUIPMENT (M) BERHAD,7.42
5147,Industrial Products,31/12/18,21359,272000,0.67,SAMCHEM HOLDINGS BERHAD,11.72
9113,Consumer,31/03/18,-4591,226373,0.17,SANBUMI HOLDINGS BERHAD,-11.93
7943,Consumer,31/12/18,-2820,66000,0.27,SAND NISKO CAPITAL BERHAD,-15.82
5218,Energy,31/01/18,-2503473,5945238,0.755,SAPURA ENERGY BERHAD,-55.77
7811,Industrial Products,31/01/18,3077,72776,0.89,SAPURA INDUSTRIAL BERHAD,4.75
4596,Property,31/01/18,14002,139600,0.865,SAPURA RESOURCES BERHAD,11.6
5170,Industrial Products,31/12/18,-39146,317050,0.32,SARAWAK CABLE BERHAD,-38.58
9237,Industrial Products,31/12/18,-9568,85882,0.48,SARAWAK CONSOLIDATED INDUSTRIES BERHAD,-23.21
5126,Plantations,31/12/18,61300,570874,2.1,SARAWAK OIL PALMS BERHAD,5.11
5135,Plantations,31/12/18,11179,279564,1.7,SARAWAK PLANTATION BERHAD,2.35
5252,Telco&Media,31/08/18,2003,419099,0.31,SASBADI HOLDINGS BERHAD,1.54
5157,Consumer,31/07/18,-2817,131854,0.37,SAUDEE GROUP BERHAD,-5.77
5207,Property,31/03/18,2229,234771,0.495,SBC CORPORATION BERHAD,1.92
7239,Industrial Products,30/06/18,535,95001,0.25,SCANWOLF CORPORATION BERHAD,2.25
7247,Industrial Products,30/04/18,16395,192787,1.5,SCGM BHD,5.67
0099,Industrial Products,30/06/18,32220,355454,1.99,SCICOM (MSC) BERHAD,4.56
4731,Industrial Products,31/07/18,289806,486333,7.9,SCIENTEX BERHAD,7.54
7045,Energy,31/03/18,-207935,2341621,0.105,SCOMI ENERGY SERVICES BHD,-84.57
7158,Energy,31/03/18,-248481,1092657,0.12,SCOMI GROUP BERHAD,-189.51
7073,Industrial Products,31/12/18,-43129,385760,0.19,SEACERA GROUP BERHAD,-58.84
4286,Property,30/06/18,15013,237056,0.415,SEAL INCORPORATED BERHAD,15.26
5145,Transportation&Logistics,31/12/18,-19766,500000,0.105,SEALINK INTERNATIONAL BERHAD,-37.65
7053,Transportation&Logistics,31/03/18,902,79396,1.3,SEE HUP CONSOLIDATED BERHAD,0.87
9792,Consumer,31/12/18,42156,1238198,0.645,SEG INTERNATIONAL BHD,5.28
2224,Property,31/03/18,83358,426127,0.81,SELANGOR DREDGING BERHAD,24.15
1783,Property,31/10/18,-2096,343617,5.36,SELANGOR PROPERTIES BERHAD,-0.11
9431,Telco&Media,31/12/18,-765,40533,0.86,SENI JAYA CORPORATION BERHAD,-2.19
5213,Property,30/09/18,28066,557875,0.515,SENTORIA GROUP BERHAD,9.77
5279,Energy,31/12/18,387904,1468500,3.78,SERBA DINAMIK HOLDINGS BERHAD,6.99
5163,Industrial Products,30/06/18,-4935,79681,0.34,SEREMBAN ENGINEERING BERHAD,-18.22
7180,Consumer,30/06/18,9084,240000,0.6,SERN KOU RESOURCES BERHAD,6.31
5517,Consumer,31/12/18,70554,440000,5.62,SHANGRI-LA HOTELS (MALAYSIA) BERHAD,2.85
7412,Consumer,30/06/18,-9548,49998,0.68,SHH RESOURCES HOLDINGS BERHAD,-28.08
5173,Transportation&Logistics,30/06/18,24341,1200000,0.33,SHIN YANG SHIPPING CORPORATION BERHAD,6.15
6017,Property,31/03/18,69722,242124,2.52,SHL CONSOLIDATED BHD,11.43
5181,Industrial Products,31/12/18,4991,187500,0.81,SIG GASES BERHAD,3.29
7246,Consumer,30/06/18,6481,228966,0.55,SIGNATURE INTERNATIONAL BERHAD,5.15
4197,Consumer,30/06/18,1919000,6800839,2.45,SIME DARBY BERHAD,11.52
5285,Plantations,31/12/18,244000,6801000,4.76,SIME DARBY PLANTATION BERHAD,0.75
5288,Property,31/12/18,-318700,6800839,0.995,SIME DARBY PROPERTY BERHAD,-4.71
4316,Plantations,31/12/18,-6295,124689,0.445,SIN HENG CHAN (MALAYA) BERHAD,-11.35
9776,Consumer,31/12/18,-38626,213791,0.115,SINMAH CAPITAL BERHAD,-157.11
2739,Energy,31/12/18,29595,1122308,0.15,SINO HUA-AN INTERNATIONAL BERHAD,17.58
8532,Consumer,30/06/18,121,652379,0.255,SINOTOP HOLDINGS BERHAD,0.07
7115,Industrial Products,30/06/18,1975,40000,0.52,SKB SHUTTERS CORPORATION BERHAD,9.5
7155,Industrial Products,31/03/18,127101,1228637,1.58,SKP RESOURCES BHD,6.55
7248,Industrial Products,31/12/18,25253,316959,1.16,SLP RESOURCES BERHAD,6.87
7132,Industrial Products,31/12/18,-5023,42163,0.52,SMIS CORPORATION BERHAD,-22.91
5242,Consumer,30/04/18,2661,390670,0.35,SOLID AUTOMOTIVE BERHAD,1.95
4375,Property,31/12/18,4294,209940,0.14,SOUTH MALAYSIA INDUSTRIES BERHAD,14.61
5134,Industrial Products,31/03/18,32677,136934,3.9,SOUTHERN ACIDS (M) BERHAD,6.12
5665,Industrial Products,30/06/18,210847,433411,1.56,SOUTHERN STEEL BERHAD,31.18
8664,Property,31/12/18,670959,3934244,2.33,S P SETIA BERHAD,7.32
7165,Industrial Products,30/06/18,-5690,198557,0.75,SPRING GALLERY BERHAD,-3.82
7103,Consumer,31/12/18,24225,209969,2.1,SPRITZER BHD,5.49
6084,Telco&Media,31/12/18,5263,737876,0.685,STAR MEDIA GROUP BERHAD,1.04
7143,Industrial Products,30/09/18,-5299,89905,0.16,STONE MASTER CORPORATION BERHAD,-36.84
6904,Industrial Products,31/07/18,-19580,188119,0.89,SUBUR TIASA HOLDINGS BERHAD,-11.69
7207,Industrial Products,30/06/18,7337,242621,0.83,SUCCESS TRANSFORMER CORPORATION BERHAD,3.64
9865,Consumer,31/05/18,12533,57250,2.22,SUIWAH CORPORATION BERHAD,9.86
1201,Energy,31/12/18,-2743,4252725,0.01,SUMATEC RESOURCES BERHAD,-6.45
2569,Plantations,30/06/18,6339,66332,3.3,SUNGEI BAGAN RUBBER COMPANY (MALAYA) BERHAD,2.9
3743,Property,30/09/18,101597,798834,0.9,SUNSURIA BERHAD,14.13
5211,Industrial Products,31/12/18,658991,4853580,1.47,SUNWAY BERHAD,9.24
5263,Construction,31/12/18,144693,1292246,1.33,SUNWAY CONSTRUCTION GROUP BERHAD,8.42
5176,REITS,30/06/18,427691,2945078,1.77,SUNWAY REAL ESTATE INVESTMENT TRUST,8.2
7235,Industrial Products,30/04/18,12266,158800,1.2,SUPERLON HOLDINGS BERHAD,6.44
7106,Health Care,30/06/18,107021,659016,4.17,SUPERMAX CORPORATION BERHAD,3.89
6521,Transportation&Logistics,31/12/18,52961,345820,1.65,SURIA CAPITAL HOLDINGS BERHAD,9.28
7186,Consumer,31/08/18,-1038,182343,0.79,SWS CAPITAL BERHAD,-0.72
6139,Finance,31/12/18,294924,823945,3.8,SYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD,9.42
9717,Construction,31/12/18,2731,396177,0.235,SYCAL VENTURES BERHAD,2.93
7082,Consumer,31/07/18,-12870,619239,0.3,SYF RESOURCES BERHAD,-6.93
1538,Property,31/03/18,33157,281999,0.8,SYMPHONY LIFE BERHAD,14.7
7228,Energy,31/12/18,7663,412565,0.32,T7 GLOBAL BERHAD,5.8
5012,Plantations,31/12/18,78198,444559,2.7,TA ANN HOLDINGS BERHAD,6.51
4898,Finance,31/12/18,74698,1711910,0.63,TA ENTERPRISE BERHAD,6.93
5158,Property,31/12/18,155434,5321724,0.25,TA GLOBAL BERHAD,11.68
7097,Industrial Products,31/12/17,2745,66084,1.17,TA WIN HOLDINGS BERHAD,3.55
4022,Property,31/12/18,5393,700389,0.2,TADMAX RESOURCES BERHAD,3.85
7211,Consumer,31/12/18,-4613,77460,0.31,TAFI INDUSTRIES BERHAD,-19.21
2259,Property,31/01/18,-23608,4217644,0.04,TALAM TRANSFORM BERHAD,-13.99
8524,Utilities,31/12/18,99214,2015814,0.79,TALIWORKS CORPORATION BERHAD,6.23
5191,Property,31/12/18,55359,433303,0.755,TAMBUN INDAH LAND BERHAD,16.92
4405,Consumer,31/12/18,101034,652660,1.35,TAN CHONG MOTOR HOLDINGS BERHAD,11.47
2429,Property,30/06/18,1136,671432,0.12,TANCO HOLDINGS BERHAD,1.41
5149,Transportation&Logistics,31/05/18,824,175597,0.275,TAS OFFSHORE BERHAD,1.71
5140,Transportation&Logistics,31/03/18,29398,200000,1.67,TASCO BERHAD,8.8
4448,Industrial Products,31/12/18,-21802,121143,4.2,TASEK CORPORATION BERHAD,-4.28
2054,Plantations,31/12/18,-76393,1682641,0.165,TDM BERHAD,-27.52
7439,Consumer,31/01/18,-1796,40097,1.31,TECK GUAN PERDANA BERHAD,-3.42
7200,Consumer,31/12/18,-48691,348041,0.24,TEK SENG HOLDINGS BERHAD,-58.29
4863,Telco&Media,31/12/18,153154,3757934,2.66,TELEKOM MALAYSIA BERHAD,1.53
5347,Utilities,31/12/18,3723700,5674992,13.6,TENAGA NASIONAL BHD,4.82
9369,Consumer,30/06/18,4731,40742,0.97,TEO GUAN LEE CORPORATION BERHAD,11.97
7252,Consumer,31/12/18,30363,299733,0.965,TEO SENG CAPITAL BERHAD,10.5
8702,Industrial Products,31/12/18,-6752,121508,0.72,TEXCHEM RESOURCES BERHAD,-7.72
7206,Energy,31/12/18,-2565,1121237,0.03,TH HEAVY ENGINEERING BERHAD,-7.63
5112,Plantations,31/12/18,-594608,883851,0.465,TH PLANTATIONS BERHAD,-144.68
9075,Technology,31/12/18,-1608,107243,0.265,THETA EDGE BERHAD,-5.66
7034,Industrial Products,31/12/18,45369,136284,2.2,THONG GUAN INDUSTRIES BERHAD,15.13
0012,Consumer,31/12/18,29120,492000,0.705,THREE-A RESOURCES BERHAD,8.4
7889,Property,31/12/18,20395,497242,0.19,THRIVEN GLOBAL BERHAD,21.59
7374,Industrial Products,31/12/18,-6144,144742,1.12,TIEN WAH PRESS HOLDINGS BERHAD,-3.79
7079,Property,30/06/18,-3707,409032,0.1,TIGER SYNERGY BERHAD,-9.06
7854,Industrial Products,31/12/18,6499,89051,0.65,TIMBERWELL BERHAD,11.23
5031,Telco&Media,31/12/18,288670,583634,8.1,TIME DOTCOM BERHAD,6.11
8397,Transportation&Logistics,31/03/18,30451,455434,1.03,TIONG NAM LOGISTICS HOLDINGS BERHAD,6.49
5239,Property,30/06/18,72900,1344188,0.385,TITIJAYA LAND BERHAD,14.09
0101,Health Care,31/08/18,28056,1736372,0.745,TMC LIFE SCIENCES BERHAD,2.17
7230,Consumer,31/12/18,4745,138600,0.51,TOMEI CONSOLIDATED BERHAD,6.71
7285,Industrial Products,31/12/18,-1862,419169,0.57,TOMYPAK HOLDINGS BERHAD,-0.78
5010,Industrial Products,31/12/18,60948,154494,3.55,TONG HERR RESOURCES BERHAD,11.11
7113,Health Care,31/08/18,433618,1277961,11.14,TOP GLOVE CORPORATION BHD,3.05
5111,REITS,31/12/17,19795,280500,1.22,TOWER REAL ESTATE INVESTMENT TRUST,5.78
7173,Industrial Products,31/03/18,890,107000,0.72,TOYO INK GROUP BERHAD,1.16
7176,Consumer,31/12/18,3289,233795,0.335,TPC PLUS BERHAD,4.2
7218,Transportation&Logistics,31/12/18,54,40999,0.87,TRANSOCEAN HOLDINGS BHD,0.15
5054,Construction,31/12/18,20843,480497,0.54,TRC SYNERGY BERHAD,8.03
0118,Technology,31/07/18,-11729,2457908,0.025,TRIVE PROPERTY GROUP BERHAD,-19.09
5401,Property,31/12/18,170029,1451445,0.89,TROPICANA CORPORATION BERHAD,13.16
9059,Plantations,31/12/18,40099,1381799,0.99,TSH RESOURCES BERHAD,2.93
5042,Construction,30/06/18,4624,174450,0.46,TSR CAPITAL BERHAD,5.76
5230,Finance,31/12/18,49313,751759,0.56,TUNE PROTECT GROUP BERHAD,11.71
5167,Industrial Products,31/12/18,6546,108000,0.74,TURBO-MECH BERHAD,8.19
4359,Technology,31/03/18,-2667,228728,0.185,TURIYA BERHAD,-6.3
7100,Industrial Products,31/12/18,69009,447480,2.54,UCHI TECHNOLOGIES BERHAD,6.07
1368,Industrial Products,31/12/18,148238,831396,2.72,UEM EDGENTA BERHAD,6.56
5148,Property,31/12/18,280333,4537436,0.665,UEM SUNRISE BERHAD,9.29
7137,Industrial Products,30/09/18,5752,40690,2.3,UMS HOLDINGS BERHAD,6.15
7227,Industrial Products,31/12/18,8044,78596,1.06,UMS-NEIKEN GROUP BERHAD,9.66
4588,Consumer,31/12/18,341656,1168454,5.47,UMW HOLDINGS BERHAD,5.35
7091,Industrial Products,31/12/18,18797,150198,0.95,UNIMECH GROUP BERHAD,13.17
5005,Technology,31/12/18,95834,727085,3.28,UNISEM (M) BERHAD,4.02
2593,Plantations,30/04/18,47826,209671,6.1,UNITED MALACCA BERHAD,3.74
2089,Plantations,31/12/14,278030,207792,24.4,UNITED PLANTATIONS BERHAD,5.48
7133,Industrial Products,31/12/18,2851,217800,0.6,UNITED U-LI CORPORATION BERHAD,2.18
5200,Property,31/12/18,378916,1843738,2.12,UOA DEVELOPMENT BHD,9.69
5110,REITS,31/12/18,57537,422871,1.31,UOA REAL ESTATE INVESTMENT TRUST,10.39
7757,Consumer,31/12/18,9164,77207,2.26,UPA CORPORATION BHD,5.25
5754,Telco&Media,31/12/18,-186619,110734,0.125,UTUSAN MELAYU (MALAYSIA) BERHAD,-1348.23
7250,Energy,30/06/18,28710,309638,1.08,UZMA BERHAD,8.59
6963,Industrial Products,31/07/18,150766,1680924,1.68,V.S. INDUSTRY BERHAD,5.34
5243,Energy,31/12/18,-17886,8125218,0.18,VELESTO ENERGY BERHAD,-1.22
4995,Industrial Products,31/03/18,-6602,117338,0.57,VERSATILE CREATIVE BERHAD,-9.87
7240,Consumer,31/12/17,-4824,145200,1.09,VERTICE BERHAD,-3.05
0097,Technology,31/12/18,105484,470335,6.29,VITROX CORPORATION BERHAD,3.57
7070,Construction,31/05/18,26182,3695647,0.12,VIZIONE HOLDINGS BERHAD,5.9
5162,Technology,31/12/18,24628,180000,0.96,VSTECS BERHAD,14.25
5142,Energy,31/12/18,64797,770676,0.635,WAH SEONG CORPORATION BERHAD,13.24
7203,Consumer,31/12/18,10395,158581,1.0,WANG-ZHENG BERHAD,6.56
5016,Consumer,31/12/18,7460,65100,2.06,WARISAN TC HOLDINGS BERHAD,5.56
7226,Industrial Products,31/12/18,-3126,84480,0.795,WATTA HOLDING BERHAD,-4.65
3565,Construction,31/03/18,13681,1002736,0.985,WCE HOLDINGS BERHAD,1.39
9679,Construction,31/12/18,111781,1380592,0.675,WCT HOLDINGS BERHAD,11.99
7231,Industrial Products,30/09/18,31678,497947,1.29,WELLCALL HOLDINGS BERHAD,4.93
5246,Transportation&Logistics,31/12/18,533474,3410000,3.62,WESTPORTS HOLDINGS BERHAD,4.32
5009,Industrial Products,31/12/18,-27201,240000,1.53,WHITE HORSE BERHAD,-7.41
7692,Industrial Products,31/03/18,1995,44753,0.56,WIDETECH (MALAYSIA) BERHAD,7.96
0008,Technology,31/12/18,11108,486648,0.505,WILLOWGLEN MSC BERHAD,4.52
6378,Property,31/12/18,-22613,848731,0.12,WMG HOLDINGS BERHAD,-22.2
7050,Industrial Products,31/10/18,8677,91312,0.88,WONG ENGINEERING CORPORATION BERHAD,10.8
7025,Industrial Products,31/12/18,1882,40002,0.675,WOODLANDOR HOLDINGS BHD,6.97
4243,Industrial Products,31/12/18,81096,477474,0.43,WTK HOLDINGS BERHAD,39.5
7245,Industrial Products,31/08/18,-84189,465165,0.315,WZ SATU BERHAD,-57.46
7121,Consumer,31/01/18,79,79936,0.6,XIAN LENG HOLDINGS BERHAD,0.16
5156,Consumer,31/12/18,20802,1804882,0.12,XIDELANG HOLDINGS LTD,9.6
5267,Transportation&Logistics,31/03/18,10382,216000,1.12,XIN HWA HOLDINGS BERHAD,4.29
5155,Consumer,30/06/16,-353191,379775,0.225,XINGQUAN INTERNATIONAL SPORTS HOLDINGS LIMITED,-413.33
7003,Property,31/12/18,11048,199384,0.93,Y&G CORPORATION BHD,5.96
7178,Health Care,31/12/18,30350,138273,2.75,Y.S.P.SOUTHEAST ASIA HOLDING BERHAD,7.98
5584,Consumer,31/12/18,37471,191604,1.83,YEE LEE CORPORATION BHD,10.69
7122,Industrial Products,30/09/18,-12978,609075,0.005,YFG BERHAD,-426.15
5048,Industrial Products,31/12/18,-3155,145699,0.56,YI-LAI BERHAD,-3.87
7293,Energy,31/01/18,292179,1076363,4.22,YINSON HOLDINGS BERHAD,6.43
7020,Industrial Products,31/12/18,-133615,350684,0.105,YKGI HOLDINGS BERHAD,-362.87
7014,Industrial Products,31/03/18,-8659,102830,0.3,YLI HOLDINGS BERHAD,-28.07
3158,Property,31/12/18,15608,528999,1.3,YNH PROPERTY BERHAD,2.27
7066,Property,30/06/18,15497,482291,1.47,YONG TAI BERHAD,2.19
5159,Consumer,30/06/18,25022,159915,1.19,YOONG ONN CORPORATION BERHAD,13.15
4677,Utilities,30/06/18,361881,10512485,1.13,YTL CORPORATION BERHAD,3.05
5109,REITS,30/06/18,236559,1704388,1.17,YTL HOSPITALITY REIT,11.86
2577,Property,30/06/18,-74089,1330071,0.46,YTL LAND & DEVELOPMENT BERHAD,-12.11
6742,Utilities,30/06/18,620658,7918645,1.03,YTL POWER INTERNATIONAL BHD,7.61
7028,Construction,30/06/18,12721,128039,0.425,ZECON BERHAD,23.38
2283,Construction,31/12/18,-10446,844895,0.025,ZELAN BERHAD,-49.45
5131,Consumer,30/11/18,52362,460000,1.3,ZHULIAN CORPORATION BERHAD,8.76
